session,session_year,party,topic_id,topic_label,segments,words,word_share_pct
2006/07,2006,C,-1,Ej grupperade,97,7493,58.8425
2006/07,2006,C,0,kvinnor / män / kvinnors,14,1212,9.5178
2006/07,2006,C,7,eu / utsläppen / utsläpp,14,1097,8.6147
2006/07,2006,C,21,jobb / arbetslösheten / arbetsmarknaden,8,604,4.7432
2006/07,2006,C,6,perssons / åt / talar,7,543,4.2642
2006/07,2006,C,8,skatteväxling / gröna / grön skatteväxling,5,366,2.8742
2006/07,2006,C,25,jobb / arbetslösheten / arbetsmarknaden,4,348,2.7328
2006/07,2006,C,24,partier / ansvar / folket,4,283,2.2224
2006/07,2006,C,9,kärnkraft / kärnkraften / el,3,259,2.0339
2006/07,2006,C,15,äldre / äldreomsorgen / pensionärer,2,189,1.4842
2006/07,2006,C,20,skatter / skatten / skatt,2,165,1.2957
2006/07,2006,C,14,vården / vård / sjukvården,1,89,0.6989
2006/07,2006,C,4,järnväg / järnvägen / stockholm,1,86,0.6754
2006/07,2006,KD,-1,Ej grupperade,63,5074,54.6826
2006/07,2006,KD,10,barn / föräldrar / barnen,13,1038,11.1866
2006/07,2006,KD,14,vården / vård / sjukvården,8,602,6.4878
2006/07,2006,KD,15,äldre / äldreomsorgen / pensionärer,7,454,4.8928
2006/07,2006,KD,0,kvinnor / män / kvinnors,5,454,4.8928
2006/07,2006,KD,6,perssons / åt / talar,4,334,3.5995
2006/07,2006,KD,25,jobb / arbetslösheten / arbetsmarknaden,4,305,3.287
2006/07,2006,KD,21,jobb / arbetslösheten / arbetsmarknaden,3,272,2.9314
2006/07,2006,KD,16,partier / politiska / valet,3,263,2.8344
2006/07,2006,KD,7,eu / utsläppen / utsläpp,2,170,1.8321
2006/07,2006,KD,17,skatt / skatten / skatter,2,170,1.8321
2006/07,2006,KD,24,partier / ansvar / folket,1,96,1.0346
2006/07,2006,KD,12,skolan / lärare / eleverna,1,47,0.5065
2006/07,2006,L,-1,Ej grupperade,70,5207,58.4072
2006/07,2006,L,16,partier / politiska / valet,8,623,6.9882
2006/07,2006,L,21,jobb / arbetslösheten / arbetsmarknaden,6,476,5.3393
2006/07,2006,L,15,äldre / äldreomsorgen / pensionärer,5,431,4.8345
2006/07,2006,L,6,perssons / åt / talar,5,419,4.6999
2006/07,2006,L,12,skolan / lärare / eleverna,4,320,3.5895
2006/07,2006,L,25,jobb / arbetslösheten / arbetsmarknaden,4,284,3.1856
2006/07,2006,L,24,partier / ansvar / folket,3,275,3.0847
2006/07,2006,L,14,vården / vård / sjukvården,3,266,2.9837
2006/07,2006,L,0,kvinnor / män / kvinnors,3,194,2.1761
2006/07,2006,L,3,flyktingar / migrationspolitik / invandring,1,98,1.0993
2006/07,2006,L,9,kärnkraft / kärnkraften / el,1,86,0.9647
2006/07,2006,L,13,skolan / skola / elever,1,81,0.9086
2006/07,2006,L,18,eu / europa / europeiska,1,72,0.8076
