session,session_year,party,topic_id,topic_label,segments,words,word_share_pct
2011/12,2011,C,-1,Ej grupperade,101,7600,71.3079
2011/12,2011,C,21,jobb / arbetslösheten / arbetsmarknaden,8,712,6.6804
2011/12,2011,C,24,partier / ansvar / folket,4,350,3.2839
2011/12,2011,C,25,jobb / arbetslösheten / arbetsmarknaden,4,339,3.1807
2011/12,2011,C,9,kärnkraft / kärnkraften / el,5,298,2.796
2011/12,2011,C,8,skatteväxling / gröna / grön skatteväxling,4,280,2.6271
2011/12,2011,C,3,flyktingar / migrationspolitik / invandring,3,256,2.402
2011/12,2011,C,12,skolan / lärare / eleverna,2,176,1.6513
2011/12,2011,C,17,skatt / skatten / skatter,3,147,1.3792
2011/12,2011,C,16,partier / politiska / valet,2,106,0.9946
2011/12,2011,C,4,järnväg / järnvägen / stockholm,1,89,0.8351
2011/12,2011,C,15,äldre / äldreomsorgen / pensionärer,1,87,0.8163
2011/12,2011,C,7,eu / utsläppen / utsläpp,1,87,0.8163
2011/12,2011,C,1,polisen / poliser / brott,1,81,0.76
2011/12,2011,C,2,bostäder / marknadshyror / hyresrätter,1,50,0.4691
2011/12,2011,KD,-1,Ej grupperade,74,5869,62.2772
2011/12,2011,KD,14,vården / vård / sjukvården,12,1025,10.8765
2011/12,2011,KD,10,barn / föräldrar / barnen,10,814,8.6375
2011/12,2011,KD,24,partier / ansvar / folket,9,610,6.4728
2011/12,2011,KD,15,äldre / äldreomsorgen / pensionärer,6,472,5.0085
2011/12,2011,KD,3,flyktingar / migrationspolitik / invandring,2,187,1.9843
2011/12,2011,KD,4,järnväg / järnvägen / stockholm,2,154,1.6341
2011/12,2011,KD,19,fn / afghanistan / usa,1,94,0.9975
2011/12,2011,KD,16,partier / politiska / valet,1,88,0.9338
2011/12,2011,KD,1,polisen / poliser / brott,1,83,0.8807
2011/12,2011,KD,2,bostäder / marknadshyror / hyresrätter,1,28,0.2971
2011/12,2011,L,-1,Ej grupperade,82,6040,51.2516
2011/12,2011,L,18,eu / europa / europeiska,12,983,8.3411
2011/12,2011,L,12,skolan / lärare / eleverna,12,976,8.2817
2011/12,2011,L,13,skolan / skola / elever,11,911,7.7302
2011/12,2011,L,0,kvinnor / män / kvinnors,11,706,5.9907
2011/12,2011,L,25,jobb / arbetslösheten / arbetsmarknaden,9,631,5.3543
2011/12,2011,L,11,euron / valuta / europa,6,504,4.2766
2011/12,2011,L,3,flyktingar / migrationspolitik / invandring,4,309,2.622
2011/12,2011,L,16,partier / politiska / valet,2,173,1.468
2011/12,2011,L,9,kärnkraft / kärnkraften / el,2,153,1.2983
2011/12,2011,L,24,partier / ansvar / folket,3,124,1.0522
2011/12,2011,L,20,skatter / skatten / skatt,2,90,0.7637
2011/12,2011,L,4,järnväg / järnvägen / stockholm,1,84,0.7128
2011/12,2011,L,19,fn / afghanistan / usa,1,80,0.6788
2011/12,2011,L,21,jobb / arbetslösheten / arbetsmarknaden,1,21,0.1782
2011/12,2011,M,-1,Ej grupperade,125,9281,61.2688
2011/12,2011,M,25,jobb / arbetslösheten / arbetsmarknaden,17,1471,9.7109
2011/12,2011,M,11,euron / valuta / europa,16,1346,8.8857
2011/12,2011,M,24,partier / ansvar / folket,8,563,3.7167
