session,session_year,party,topic_id,topic_label,segments,words,word_share_pct
1999/2000,1999,C,-1,Ej grupperade,70,5593,60.0429
1999/2000,1999,C,8,skatteväxling / gröna / grön skatteväxling,7,581,6.2373
1999/2000,1999,C,9,kärnkraft / kärnkraften / el,6,494,5.3033
1999/2000,1999,C,16,partier / politiska / valet,6,469,5.0349
1999/2000,1999,C,15,äldre / äldreomsorgen / pensionärer,6,413,4.4337
1999/2000,1999,C,14,vården / vård / sjukvården,3,255,2.7375
1999/2000,1999,C,18,eu / europa / europeiska,4,247,2.6516
1999/2000,1999,C,20,skatter / skatten / skatt,3,230,2.4691
1999/2000,1999,C,12,skolan / lärare / eleverna,2,180,1.9324
1999/2000,1999,C,23,nato / försvaret / militära,2,179,1.9216
1999/2000,1999,C,0,kvinnor / män / kvinnors,2,140,1.503
1999/2000,1999,C,10,barn / föräldrar / barnen,2,100,1.0735
1999/2000,1999,C,21,jobb / arbetslösheten / arbetsmarknaden,2,96,1.0306
1999/2000,1999,C,4,järnväg / järnvägen / stockholm,1,92,0.9877
1999/2000,1999,C,25,jobb / arbetslösheten / arbetsmarknaden,1,87,0.934
1999/2000,1999,C,7,eu / utsläppen / utsläpp,1,84,0.9018
1999/2000,1999,C,13,skolan / skola / elever,1,64,0.6871
1999/2000,1999,C,24,partier / ansvar / folket,1,11,0.1181
1999/2000,1999,KD,-1,Ej grupperade,71,5361,56.8023
1999/2000,1999,KD,10,barn / föräldrar / barnen,16,1302,13.7953
1999/2000,1999,KD,1,polisen / poliser / brott,5,388,4.111
1999/2000,1999,KD,6,perssons / åt / talar,4,327,3.4647
1999/2000,1999,KD,15,äldre / äldreomsorgen / pensionärer,4,326,3.4541
1999/2000,1999,KD,17,skatt / skatten / skatter,4,317,3.3588
1999/2000,1999,KD,12,skolan / lärare / eleverna,4,281,2.9773
1999/2000,1999,KD,20,skatter / skatten / skatt,4,241,2.5535
1999/2000,1999,KD,16,partier / politiska / valet,2,168,1.78
1999/2000,1999,KD,21,jobb / arbetslösheten / arbetsmarknaden,2,165,1.7483
1999/2000,1999,KD,0,kvinnor / män / kvinnors,2,149,1.5787
1999/2000,1999,KD,25,jobb / arbetslösheten / arbetsmarknaden,1,89,0.943
1999/2000,1999,KD,18,eu / europa / europeiska,1,89,0.943
1999/2000,1999,KD,3,flyktingar / migrationspolitik / invandring,1,85,0.9006
1999/2000,1999,KD,23,nato / försvaret / militära,1,84,0.89
1999/2000,1999,KD,13,skolan / skola / elever,1,66,0.6993
1999/2000,1999,L,-1,Ej grupperade,64,4674,61.9155
1999/2000,1999,L,0,kvinnor / män / kvinnors,12,833,11.0346
1999/2000,1999,L,16,partier / politiska / valet,11,792,10.4915
1999/2000,1999,L,6,perssons / åt / talar,4,309,4.0933
1999/2000,1999,L,13,skolan / skola / elever,3,266,3.5236
1999/2000,1999,L,14,vården / vård / sjukvården,3,246,3.2587
1999/2000,1999,L,12,skolan / lärare / eleverna,1,81,1.073
1999/2000,1999,L,22,ryssland / ukraina / ryska,1,80,1.0597
1999/2000,1999,L,7,eu / utsläppen / utsläpp,1,80,1.0597
1999/2000,1999,L,18,eu / europa / europeiska,1,77,1.02
1999/2000,1999,L,15,äldre / äldreomsorgen / pensionärer,1,73,0.967
