session,session_year,party,topic_id,topic_label,segments,words,word_share_pct
2022/23,2022,C,-1,Ej grupperade,71,4912,49.5012
2022/23,2022,C,5,utsläppen / eu / kärnkraft,35,2553,25.7281
2022/23,2022,C,8,skolan / lärare / skola,9,658,6.6311
2022/23,2022,C,20,ryssland / ukraina / ryska,7,507,5.1093
2022/23,2022,C,22,jobb / arbetslösheten / arbetsmarknaden,5,342,3.4465
2022/23,2022,C,3,polisen / brott / poliser,3,239,2.4085
2022/23,2022,C,2,kvinnor / män / kvinnors,3,213,2.1465
2022/23,2022,C,18,partier / ta / politiska,2,170,1.7132
2022/23,2022,C,23,partier / ta / ansvar,2,88,0.8868
2022/23,2022,C,15,jobb / arbetslösheten / arbetsmarknaden,2,85,0.8566
2022/23,2022,C,6,migrationspolitik / flyktingar / invandring,1,76,0.7659
2022/23,2022,C,0,sjöstedts / företag / min,1,45,0.4535
2022/23,2022,C,16,eu / europa / europeiska,2,35,0.3527
2022/23,2022,KD,5,utsläppen / eu / kärnkraft,45,3263,34.1282
2022/23,2022,KD,-1,Ej grupperade,43,3176,33.2183
2022/23,2022,KD,9,barn / barnen / föräldrar,8,681,7.1227
2022/23,2022,KD,18,partier / ta / politiska,6,367,3.8385
2022/23,2022,KD,12,vården / vård / sjukvården,5,353,3.6921
2022/23,2022,KD,2,kvinnor / män / kvinnors,4,350,3.6607
2022/23,2022,KD,16,eu / europa / europeiska,4,313,3.2737
2022/23,2022,KD,3,polisen / brott / poliser,4,284,2.9704
2022/23,2022,KD,20,ryssland / ukraina / ryska,3,252,2.6357
2022/23,2022,KD,6,migrationspolitik / flyktingar / invandring,2,171,1.7885
2022/23,2022,KD,7,sd / nej / ta,4,124,1.2969
2022/23,2022,KD,14,skatt / skatten / skatter,1,81,0.8472
2022/23,2022,KD,23,partier / ta / ansvar,1,79,0.8263
2022/23,2022,KD,22,jobb / arbetslösheten / arbetsmarknaden,1,59,0.6171
2022/23,2022,KD,24,se / sveriges / världen,1,8,0.0837
2022/23,2022,L,-1,Ej grupperade,73,5499,49.0063
2022/23,2022,L,5,utsläppen / eu / kärnkraft,31,2259,20.1319
2022/23,2022,L,8,skolan / lärare / skola,14,1041,9.2772
2022/23,2022,L,20,ryssland / ukraina / ryska,6,490,4.3668
2022/23,2022,L,3,polisen / brott / poliser,7,399,3.5558
2022/23,2022,L,22,jobb / arbetslösheten / arbetsmarknaden,3,285,2.5399
2022/23,2022,L,16,eu / europa / europeiska,3,264,2.3527
2022/23,2022,L,14,skatt / skatten / skatter,3,219,1.9517
2022/23,2022,L,18,partier / ta / politiska,2,165,1.4705
2022/23,2022,L,9,barn / barnen / föräldrar,2,161,1.4348
