session,session_year,party,topic_id,topic_label,segments,words,word_share_pct
2003/04,2003,C,-1,Ej grupperade,81,6147,54.5915
2003/04,2003,C,0,kvinnor / män / kvinnors,13,1102,9.7869
2003/04,2003,C,18,eu / europa / europeiska,12,986,8.7567
2003/04,2003,C,25,jobb / arbetslösheten / arbetsmarknaden,5,452,4.0142
2003/04,2003,C,16,partier / politiska / valet,5,420,3.73
2003/04,2003,C,23,nato / försvaret / militära,4,373,3.3126
2003/04,2003,C,24,partier / ansvar / folket,3,277,2.46
2003/04,2003,C,10,barn / föräldrar / barnen,3,238,2.1137
2003/04,2003,C,7,eu / utsläppen / utsläpp,3,217,1.9272
2003/04,2003,C,1,polisen / poliser / brott,2,188,1.6696
2003/04,2003,C,11,euron / valuta / europa,2,174,1.5453
2003/04,2003,C,20,skatter / skatten / skatt,2,173,1.5364
2003/04,2003,C,21,jobb / arbetslösheten / arbetsmarknaden,2,165,1.4654
2003/04,2003,C,3,flyktingar / migrationspolitik / invandring,1,104,0.9236
2003/04,2003,C,19,fn / afghanistan / usa,1,86,0.7638
2003/04,2003,C,6,perssons / åt / talar,1,80,0.7105
2003/04,2003,C,15,äldre / äldreomsorgen / pensionärer,1,78,0.6927
2003/04,2003,KD,-1,Ej grupperade,77,5914,63.653
2003/04,2003,KD,10,barn / föräldrar / barnen,13,1134,12.2054
2003/04,2003,KD,14,vården / vård / sjukvården,8,575,6.1888
2003/04,2003,KD,18,eu / europa / europeiska,5,408,4.3913
2003/04,2003,KD,20,skatter / skatten / skatt,4,330,3.5518
2003/04,2003,KD,23,nato / försvaret / militära,3,267,2.8737
2003/04,2003,KD,1,polisen / poliser / brott,2,173,1.862
2003/04,2003,KD,9,kärnkraft / kärnkraften / el,2,158,1.7006
2003/04,2003,KD,3,flyktingar / migrationspolitik / invandring,1,86,0.9256
2003/04,2003,KD,25,jobb / arbetslösheten / arbetsmarknaden,1,84,0.9041
2003/04,2003,KD,17,skatt / skatten / skatter,1,74,0.7965
2003/04,2003,KD,24,partier / ansvar / folket,1,55,0.592
2003/04,2003,KD,16,partier / politiska / valet,2,33,0.3552
2003/04,2003,L,-1,Ej grupperade,81,5997,62.0743
2003/04,2003,L,3,flyktingar / migrationspolitik / invandring,7,545,5.6412
2003/04,2003,L,24,partier / ansvar / folket,5,365,3.7781
2003/04,2003,L,6,perssons / åt / talar,6,345,3.5711
2003/04,2003,L,14,vården / vård / sjukvården,5,314,3.2502
2003/04,2003,L,18,eu / europa / europeiska,4,264,2.7326
2003/04,2003,L,25,jobb / arbetslösheten / arbetsmarknaden,3,219,2.2668
2003/04,2003,L,11,euron / valuta / europa,3,202,2.0909
2003/04,2003,L,13,skolan / skola / elever,2,179,1.8528
2003/04,2003,L,15,äldre / äldreomsorgen / pensionärer,2,156,1.6147
2003/04,2003,L,21,jobb / arbetslösheten / arbetsmarknaden,2,154,1.594
2003/04,2003,L,16,partier / politiska / valet,2,151,1.563
2003/04,2003,L,1,polisen / poliser / brott,2,148,1.5319
2003/04,2003,L,8,skatteväxling / gröna / grön skatteväxling,2,144,1.4905
2003/04,2003,L,12,skolan / lärare / eleverna,2,142,1.4698
2003/04,2003,L,19,fn / afghanistan / usa,1,89,0.9212
2003/04,2003,L,0,kvinnor / män / kvinnors,1,87,0.9005
2003/04,2003,L,20,skatter / skatten / skatt,1,84,0.8695
