session,session_year,party,topic_id,topic_label,segments,words,word_share_pct
2018/19,2018,C,-1,Ej grupperade,95,6891,71.0559
2018/19,2018,C,0,kvinnor / män / kvinnors,10,729,7.517
2018/19,2018,C,8,skatteväxling / gröna / grön skatteväxling,5,411,4.238
2018/19,2018,C,18,eu / europa / europeiska,5,368,3.7946
2018/19,2018,C,2,bostäder / marknadshyror / hyresrätter,5,355,3.6605
2018/19,2018,C,14,vården / vård / sjukvården,3,246,2.5366
2018/19,2018,C,7,eu / utsläppen / utsläpp,3,186,1.9179
2018/19,2018,C,16,partier / politiska / valet,4,129,1.3302
2018/19,2018,C,1,polisen / poliser / brott,2,123,1.2683
2018/19,2018,C,21,jobb / arbetslösheten / arbetsmarknaden,1,93,0.959
2018/19,2018,C,24,partier / ansvar / folket,2,88,0.9074
2018/19,2018,C,20,skatter / skatten / skatt,1,79,0.8146
2018/19,2018,KD,-1,Ej grupperade,59,4133,47.8966
2018/19,2018,KD,18,eu / europa / europeiska,13,888,10.2909
2018/19,2018,KD,0,kvinnor / män / kvinnors,10,776,8.9929
2018/19,2018,KD,14,vården / vård / sjukvården,9,687,7.9615
2018/19,2018,KD,9,kärnkraft / kärnkraften / el,8,557,6.455
2018/19,2018,KD,15,äldre / äldreomsorgen / pensionärer,8,531,6.1537
2018/19,2018,KD,8,skatteväxling / gröna / grön skatteväxling,3,244,2.8277
2018/19,2018,KD,20,skatter / skatten / skatt,2,163,1.889
2018/19,2018,KD,2,bostäder / marknadshyror / hyresrätter,3,158,1.831
2018/19,2018,KD,24,partier / ansvar / folket,2,154,1.7847
2018/19,2018,KD,16,partier / politiska / valet,1,86,0.9966
2018/19,2018,KD,7,eu / utsläppen / utsläpp,1,76,0.8808
2018/19,2018,KD,21,jobb / arbetslösheten / arbetsmarknaden,1,70,0.8112
2018/19,2018,KD,1,polisen / poliser / brott,1,61,0.7069
2018/19,2018,KD,17,skatt / skatten / skatter,1,45,0.5215
2018/19,2018,L,-1,Ej grupperade,74,4913,56.0397
2018/19,2018,L,18,eu / europa / europeiska,31,2345,26.748
2018/19,2018,L,7,eu / utsläppen / utsläpp,4,341,3.8896
2018/19,2018,L,9,kärnkraft / kärnkraften / el,3,230,2.6235
2018/19,2018,L,24,partier / ansvar / folket,3,189,2.1558
2018/19,2018,L,16,partier / politiska / valet,2,147,1.6767
2018/19,2018,L,21,jobb / arbetslösheten / arbetsmarknaden,1,96,1.095
2018/19,2018,L,25,jobb / arbetslösheten / arbetsmarknaden,1,94,1.0722
2018/19,2018,L,12,skolan / lärare / eleverna,1,91,1.038
2018/19,2018,L,17,skatt / skatten / skatter,1,89,1.0152
2018/19,2018,L,3,flyktingar / migrationspolitik / invandring,1,83,0.9467
2018/19,2018,L,22,ryssland / ukraina / ryska,1,82,0.9353
2018/19,2018,L,1,polisen / poliser / brott,1,67,0.7642
2018/19,2018,M,-1,Ej grupperade,58,3981,44.4705
2018/19,2018,M,3,flyktingar / migrationspolitik / invandring,14,1101,12.2989
2018/19,2018,M,1,polisen / poliser / brott,12,819,9.1488
2018/19,2018,M,9,kärnkraft / kärnkraften / el,10,773,8.6349
2018/19,2018,M,18,eu / europa / europeiska,9,645,7.2051
2018/19,2018,M,24,partier / ansvar / folket,8,582,6.5013
2018/19,2018,M,16,partier / politiska / valet,3,203,2.2676
2018/19,2018,M,23,nato / försvaret / militära,2,173,1.9325
2018/19,2018,M,25,jobb / arbetslösheten / arbetsmarknaden,2,163,1.8208
2018/19,2018,M,14,vården / vård / sjukvården,2,137,1.5304
2018/19,2018,M,11,euron / valuta / europa,2,116,1.2958
2018/19,2018,M,8,skatteväxling / gröna / grön skatteväxling,2,97,1.0836
2018/19,2018,M,7,eu / utsläppen / utsläpp,1,82,0.916
2018/19,2018,M,22,ryssland / ukraina / ryska,1,80,0.8937
2018/19,2018,MP,-1,Ej grupperade,95,6687,67.0779
2018/19,2018,MP,7,eu / utsläppen / utsläpp,12,871,8.7371
2018/19,2018,MP,9,kärnkraft / kärnkraften / el,11,800,8.0249
2018/19,2018,MP,8,skatteväxling / gröna / grön skatteväxling,6,420,4.2131
2018/19,2018,MP,1,polisen / poliser / brott,5,419,4.203
2018/19,2018,MP,0,kvinnor / män / kvinnors,3,206,2.0664
2018/19,2018,MP,24,partier / ansvar / folket,2,166,1.6652
2018/19,2018,MP,16,partier / politiska / valet,1,98,0.983
2018/19,2018,MP,18,eu / europa / europeiska,1,92,0.9229
2018/19,2018,MP,10,barn / föräldrar / barnen,1,91,0.9128
2018/19,2018,MP,3,flyktingar / migrationspolitik / invandring,1,91,0.9128
2018/19,2018,MP,12,skolan / lärare / eleverna,1,28,0.2809
2018/19,2018,S,-1,Ej grupperade,95,6681,57.8692
2018/19,2018,S,18,eu / europa / europeiska,13,941,8.1507
2018/19,2018,S,1,polisen / poliser / brott,10,793,6.8688
2018/19,2018,S,15,äldre / äldreomsorgen / pensionärer,9,722,6.2538
2018/19,2018,S,0,kvinnor / män / kvinnors,7,438,3.7939
2018/19,2018,S,25,jobb / arbetslösheten / arbetsmarknaden,4,341,2.9537
2018/19,2018,S,17,skatt / skatten / skatter,3,258,2.2347
2018/19,2018,S,16,partier / politiska / valet,3,205,1.7757
2018/19,2018,S,2,bostäder / marknadshyror / hyresrätter,3,192,1.6631
2018/19,2018,S,24,partier / ansvar / folket,3,191,1.6544
2018/19,2018,S,3,flyktingar / migrationspolitik / invandring,2,171,1.4812
2018/19,2018,S,14,vården / vård / sjukvården,2,140,1.2126
2018/19,2018,S,21,jobb / arbetslösheten / arbetsmarknaden,2,127,1.1
2018/19,2018,S,13,skolan / skola / elever,2,107,0.9268
2018/19,2018,S,19,fn / afghanistan / usa,1,90,0.7796
2018/19,2018,S,7,eu / utsläppen / utsläpp,1,87,0.7536
2018/19,2018,S,10,barn / föräldrar / barnen,1,61,0.5284
2018/19,2018,SD,-1,Ej grupperade,84,6028,60.0339
2018/19,2018,SD,18,eu / europa / europeiska,17,1411,14.0524
2018/19,2018,SD,3,flyktingar / migrationspolitik / invandring,9,621,6.1846
2018/19,2018,SD,24,partier / ansvar / folket,9,545,5.4277
2018/19,2018,SD,16,partier / politiska / valet,6,369,3.6749
2018/19,2018,SD,8,skatteväxling / gröna / grön skatteväxling,4,264,2.6292
2018/19,2018,SD,11,euron / valuta / europa,2,181,1.8026
2018/19,2018,SD,15,äldre / äldreomsorgen / pensionärer,2,164,1.6333
2018/19,2018,SD,21,jobb / arbetslösheten / arbetsmarknaden,2,141,1.4042
2018/19,2018,SD,23,nato / försvaret / militära,2,121,1.2051
2018/19,2018,SD,0,kvinnor / män / kvinnors,1,74,0.737
2018/19,2018,SD,17,skatt / skatten / skatter,1,66,0.6573
2018/19,2018,SD,20,skatter / skatten / skatt,1,56,0.5577
2018/19,2018,V,-1,Ej grupperade,113,8123,68.2089
2018/19,2018,V,0,kvinnor / män / kvinnors,8,570,4.7863
2018/19,2018,V,24,partier / ansvar / folket,7,451,3.7871
2018/19,2018,V,7,eu / utsläppen / utsläpp,5,423,3.5519
2018/19,2018,V,2,bostäder / marknadshyror / hyresrätter,4,335,2.813
2018/19,2018,V,16,partier / politiska / valet,6,313,2.6283
2018/19,2018,V,15,äldre / äldreomsorgen / pensionärer,4,297,2.4939
2018/19,2018,V,8,skatteväxling / gröna / grön skatteväxling,5,292,2.4519
2018/19,2018,V,18,eu / europa / europeiska,4,239,2.0069
2018/19,2018,V,21,jobb / arbetslösheten / arbetsmarknaden,3,187,1.5702
2018/19,2018,V,10,barn / föräldrar / barnen,3,136,1.142
2018/19,2018,V,14,vården / vård / sjukvården,2,115,0.9657
2018/19,2018,V,12,skolan / lärare / eleverna,1,97,0.8145
2018/19,2018,V,17,skatt / skatten / skatter,1,82,0.6886
2018/19,2018,V,20,skatter / skatten / skatt,1,78,0.655
2018/19,2018,V,22,ryssland / ukraina / ryska,1,66,0.5542
2018/19,2018,V,1,polisen / poliser / brott,1,64,0.5374
2018/19,2018,V,13,skolan / skola / elever,1,41,0.3443
